raw_id,raw_name,source_key,source_section,normalized_name,canonical_key,canonical_final_name,concept_summary,status,status_reason
86,Self-Harmonized CoT (ECHO) Prompting,sahoo2024,2.2,self harmonized cot echo prompting,echo,,3-stage cluster/sample/unify pipeline for CoT exemplar harmonization.,EXCLUDED_WORKFLOW,Offline training pipeline.
87,Logic-of-Thought Prompting,sahoo2024,2.2,logic of thought prompting,logic_of_thought,,3-phase extract/extend/translate propositional-logic augmentation.,EXCLUDED_WORKFLOW,Multi-stage pipeline.
88,Instance-Adaptive Prompting (IAP),sahoo2024,2.2,instance adaptive prompting iap,iap,,Dynamically tailors the CoT trigger phrase per-instance via attention-saliency analysis.,EXCLUDED_WORKFLOW,"Algorithmic/analysis-driven, not a static writable prompt."
89,End-to-End DAG-Path (EEDP) Prompting,sahoo2024,2.2,end to end dag path eedp prompting,eedp,,"Preprocesses graphs into DAGs, extracts/compresses backbone paths.",EXCLUDED_WORKFLOW,External preprocessing pipeline.
90,Layer-of-Thoughts (LoT) Prompting,sahoo2024,2.2,layer of thoughts lot prompting,layer_of_thoughts,,Hierarchical 3-layer constraint-based filtering for legal retrieval.,EXCLUDED_WORKFLOW,Multi-stage pipeline.
91,Narrative-of-Thought (NoT) Prompting,sahoo2024,2.2,narrative of thought not prompting,narrative_of_thought,,3-component structural/template/demo pipeline for temporal-graph construction.,EXCLUDED_WORKFLOW,Multi-stage pipeline.
92,Buffer of Thoughts (BoT) Prompting,sahoo2024,2.2,buffer of thoughts bot prompting,buffer_of_thoughts,,"Meta-buffer of reusable distilled thought-templates, retrieved/instantiated per problem.",EXCLUDED_WORKFLOW,"Persistent-system/buffer-manager architecture, not a single prompt."
93,Contrastive Denoising with Noisy CoT (CD-CoT),sahoo2024,2.2,contrastive denoising with noisy cot cd cot,cd_cot,,"Contrasts noisy vs clean rationales, rephrases, selects/votes on best path.",EXCLUDED_WORKFLOW,Multi-step pipeline.
94,Reverse Chain-of-Thought (R-CoT) Prompting,sahoo2024,2.2,reverse chain of thought r cot prompting,r_cot_dataset_pipeline,,2-stage dataset-generation pipeline (GeoChain + Reverse A&Q) for geometric training data.,EXCLUDED_WORKFLOW,Dataset-generation pipeline -- NOT the same concept as the simple 'answer-then-justify' Reverse CoT.
95,Chain of Draft (CoD) Prompting,sahoo2024,2.2,chain of draft cod prompting,chain_of_draft,,Constrains each CoT step to be extremely concise/information-dense.,EXCLUDED_OUT_OF_SCOPE,Efficiency-style constraint variant of CoT; not selected.
96,Retrieval Augmented Generation (RAG),sahoo2024,2.3,retrieval augmented generation rag,rag,,Retrieves external documents and inserts them into the prompt context.,EXCLUDED_WORKFLOW,Requires external retrieval system; tool-use pipeline.
97,ReAct Prompting,sahoo2024,2.3,react prompting,react,,Interleaves reasoning traces and external tool/API actions in a loop.,EXCLUDED_WORKFLOW,Agentic pipeline.
98,Chain-of-Verification (CoVe) Prompting,sahoo2024,2.3,chain of verification cove prompting,cove,,4-step generate/plan-verify/answer/revise pipeline.,EXCLUDED_WORKFLOW,Multi-step pipeline; duplicate.
99,Chain-of-Note (CoN) Prompting,sahoo2024,2.3,chain of note con prompting,con,,RALM technique: evaluate/filter retrieved document relevance before answering.,EXCLUDED_WORKFLOW,Requires retrieval system; pipeline.
100,Chain-of-Knowledge (CoK) Prompting,sahoo2024,2.3,chain of knowledge cok prompting,cok,,Reasoning-preparation + dynamic-knowledge-adaptation phases pulling from internal/external sources.,EXCLUDED_WORKFLOW,Multi-stage pipeline; duplicate.
101,Active-Prompting,sahoo2024,2.4,active prompting,active_prompting,,Uncertainty-based active-learning selection of exemplars for human annotation.,EXCLUDED_WORKFLOW,Offline/training-time pipeline; duplicate.
102,Automatic Prompt Engineer (APE),sahoo2024,2.5,automatic prompt engineer ape,ape,,LLM generates and RL-selects optimal instructions automatically.,EXCLUDED_WORKFLOW,"Automated prompt-search algorithm, not a writable prompt pattern."
103,Automatic Reasoning and Tool-use (ART),sahoo2024,2.6,automatic reasoning and tool use art,art,,Automates multi-step reasoning + external tool integration via structured programs.,EXCLUDED_WORKFLOW,Agentic pipeline.
104,Contrastive Chain-of-Thought (CCoT) Prompting,sahoo2024,2.7,contrastive chain of thought ccot prompting,contrastive_cot,,Provides both valid AND invalid reasoning demonstrations in the exemplars.,EXCLUDED_OUT_OF_SCOPE,Not selected (duplicate concept of Schulhoff's Contrastive CoT).
105,Emotion Prompting,sahoo2024,2.8,emotion prompting,emotion_prompting,,Appends emotional-stimulus phrases to the prompt to improve performance.,EXCLUDED_OUT_OF_SCOPE,Not selected (duplicate of Schulhoff's Emotion Prompting).
106,Scratchpad Prompting,sahoo2024,2.9,scratchpad prompting,scratchpad,,Lets the model generate an arbitrary sequence of intermediate tokens before the final answer.,EXCLUDED_OUT_OF_SCOPE,Originally a fine-tuning/task-design method; not a general writable prompt.
107,Program of Thoughts (PoT) Prompting,sahoo2024,2.9,program of thoughts pot prompting,program_of_thoughts,,"Generates executable code as reasoning steps, computed by an external interpreter.",EXCLUDED_WORKFLOW,Tool-use pipeline; duplicate.
108,Structured CoT (SCoT) Prompting,sahoo2024,2.9,structured cot scot prompting,scot,Structured CoT (SCoT),Incorporates program structures (sequence/branch/loop) explicitly into reasoning steps for code generation.,INCLUDED,Exact name+concept source pattern (also Vatsal&Dubey).
109,Chain-of-Code (CoC) Prompting,sahoo2024,2.9,chain of code coc prompting,coc,,Formats semantic sub-tasks as pseudocode executed/simulated by an interpreter.,EXCLUDED_WORKFLOW,Tool-use pipeline; duplicate.
110,Optimization by Prompting (OPRO),sahoo2024,2.10,optimization by prompting opro,opro,,Uses the LLM as an iterative optimizer over a problem description across iterations.,EXCLUDED_WORKFLOW,"Automated optimization loop, not a single writable prompt."
111,Rephrase and Respond (RaR) Prompting,sahoo2024,2.11,rephrase and respond rar prompting,rar,RAR,LLM rephrases/expands the question before answering.,INCLUDED,Pass-2 exact-name multi-paper duplicate.
112,Take a Step Back / Step-Back Prompting,sahoo2024,2.12,take a step back step back prompting,step_back,,"Two-step: ask a generic high-level/abstraction question, then reason from it.",EXCLUDED_WORKFLOW,Two-step pipeline; duplicate concept (Schulhoff's Step-Back Prompting).
113,Basic/Standard/Vanilla Prompting,vatsal2024,2.1,basic standard vanilla prompting,zero_shot,Zero-Shot Prompting,Direct query to the LLM with no engineering/scaffolding.,INCLUDED,Pass-3 concept merge into Zero-Shot Prompting (used near-interchangeably with zero-shot baseline in this literature).
114,Chain-of-Thought (CoT),vatsal2024,2.2,chain of thought cot,cot,Chain-of-Thought (CoT),Step-by-step reasoning chain before the final answer.,INCLUDED,Pass-2 exact-name multi-paper duplicate.
115,Self-Consistency,vatsal2024,2.3,self consistency,self_consistency,,"Samples multiple reasoning paths, majority-votes final answer.",EXCLUDED_WORKFLOW,Ensembling pipeline; duplicate.
116,Ensemble Refinement (ER),vatsal2024,2.4,ensemble refinement er,ensemble_refinement,,2-stage temperature-sampling + majority-vote refinement pipeline.,EXCLUDED_WORKFLOW,Multi-call pipeline.
117,Automatic CoT (Auto-CoT),vatsal2024,2.5,automatic cot auto cot,auto_cot,,"Cluster queries, generate representative zero-shot CoT exemplars automatically.",EXCLUDED_WORKFLOW,Pipeline; duplicate.
118,Complex CoT,vatsal2024,2.6,complex cot,complex_cot,Complex CoT,Selects most complex exemplars + majority-votes over the most complex of N sampled reasoning chains.,INCLUDED,Exact name+concept source pattern (canonical source for 'Complex CoT' naming).
119,Program-of-Thoughts (PoT),vatsal2024,2.7,program of thoughts pot,program_of_thoughts,,"Generates Python code as reasoning, executed by interpreter.",EXCLUDED_WORKFLOW,Tool-use pipeline; duplicate.
120,Least-to-Most,vatsal2024,2.8,least to most,least_to_most,Least-to-Most,"Decompose into sub-problems, solve sequentially.",INCLUDED,Pass-2 exact-name multi-paper duplicate.
121,Chain-of-Symbol (CoS),vatsal2024,2.9,chain of symbol cos,cos,,Represents spatial relationships via condensed symbols instead of NL.,EXCLUDED_OUT_OF_SCOPE,Narrow notation variant; not selected; duplicate of Sahoo.
122,Structured Chain-of-Thought (SCoT),vatsal2024,2.10,structured chain of thought scot,scot,Structured CoT (SCoT),Structuring reasoning via program constructs (sequence/branch/loop) for code generation.,INCLUDED,Pass-2 exact-name multi-paper duplicate (also Sahoo).
123,Plan-and-Solve (PS),vatsal2024,2.11,plan and solve ps,plan_and_solve,Plan-and-Solve (PS / PS+),"Devise a plan, then carry it out step by step; PS+ adds detailed instructions.",INCLUDED,Pass-2 exact-name multi-paper duplicate (also Schulhoff); source of 'PS/PS+' naming in final sheet.
124,MathPrompter,vatsal2024,2.12,mathprompter,mathprompter,,4-step algebraic-expression / analytic-solve / numeric-verify pipeline.,EXCLUDED_WORKFLOW,Multi-step verification pipeline.
125,Contrastive CoT / Contrastive Self-Consistency,vatsal2024,2.13,contrastive cot contrastive self consistency,contrastive_cot,,Provides both positive AND negative reasoning demonstrations.,EXCLUDED_OUT_OF_SCOPE,Not selected; duplicate concept of Schulhoff/Sahoo.
126,Federated Same/Diff Parameter Self-Consistency/CoT (Fed-SP/DP-SC/CoT),vatsal2024,2.14,federated same diff parameter self consistency cot fed sp dp sc cot,fed_sp_dp,,Uses paraphrased crowd-sourced queries federated together for reasoning.,EXCLUDED_WORKFLOW,Multi-query ensembling pipeline.
127,Analogical Reasoning,vatsal2024,2.15,analogical reasoning,analogical_prompting,,LLM generates its own relevant exemplars before solving.,EXCLUDED_WORKFLOW,Self-generation pipeline; duplicate concept (Schulhoff's Analogical Prompting).
128,Synthetic Prompting,vatsal2024,2.16,synthetic prompting,synthetic_prompting,,LLM generates synthetic backward/forward exemplar pairs to augment few-shot prompts.,EXCLUDED_WORKFLOW,Training-data-generation pipeline.
129,Tree-of-Thoughts (ToT),vatsal2024,2.17,tree of thoughts tot,tot,,Tree-structured search over reasoning steps with BFS/DFS.,EXCLUDED_WORKFLOW,Multi-call search pipeline; duplicate.
130,Logical Thoughts (LoT),vatsal2024,2.18,logical thoughts lot,logical_thoughts_vd,,Step-by-step reasoning + step-by-step verification via Reductio ad Absurdum.,EXCLUDED_WORKFLOW,Multi-step verification pipeline.
131,Maieutic Prompting,vatsal2024,2.19,maieutic prompting,maieutic,,"Recursive generation of abductive explanations/propositions in a tree, eliminating contradictions.",EXCLUDED_WORKFLOW,Recursive multi-call pipeline.
132,Verify-and-Edit (VE),vatsal2024,2.20,verify and edit ve,verify_and_edit,,3-stage detect-uncertain / edit-via-retrieval / re-derive pipeline.,EXCLUDED_WORKFLOW,Retrieval pipeline.
133,Reason + Act (ReAct),vatsal2024,2.21,reason act react,react,,Interleaves reasoning traces and external actions.,EXCLUDED_WORKFLOW,Agentic pipeline; duplicate.
134,Active-Prompt,vatsal2024,2.22,active prompt,active_prompting,,4-step uncertainty-based active-learning selection of exemplars for human annotation.,EXCLUDED_WORKFLOW,Offline pipeline; duplicate.
135,Thread-of-Thought (ThoT),vatsal2024,2.23,thread of thought thot,thot,,"2-step: summarize/analyze context sections, then answer.",EXCLUDED_WORKFLOW,Pipeline; duplicate.
136,Implicit Retrieval Augmented Generation (Implicit RAG),vatsal2024,2.24,implicit retrieval augmented generation implicit rag,implicit_rag,,LLM itself retrieves relevant chunks/sections from given context before answering.,EXCLUDED_WORKFLOW,2-stage extract+answer pipeline.
137,System 2 Attention (S2A),vatsal2024,2.25,system 2 attention s2a,s2a,,"Two-step: regenerate clean context, then answer.",EXCLUDED_WORKFLOW,Two-call pipeline; duplicate.
138,Instructed Prompting,vatsal2024,2.26,instructed prompting,instructed_prompting,,Single explicit instruction telling the LLM to ignore irrelevant info.,EXCLUDED_OUT_OF_SCOPE,Not selected separately for final 29; S2A-adjacent single instruction variant.
139,Chain-of-Verification (CoVe),vatsal2024,2.27,chain of verification cove,cove,,4-step generate/verify/answer/revise pipeline.,EXCLUDED_WORKFLOW,Multi-step pipeline; duplicate.
140,Chain-of-Knowledge (CoK),vatsal2024,2.28,chain of knowledge cok,cok,,3-stage reasoning-prep / knowledge-adapt / answer-consolidation pipeline.,EXCLUDED_WORKFLOW,Multi-stage pipeline; duplicate.
141,Chain-of-Code (CoC),vatsal2024,2.29,chain of code coc,coc,,"Formats sub-tasks as pseudocode, simulated by an 'LMulator'.",EXCLUDED_WORKFLOW,Tool-use pipeline; duplicate.
142,Program-Aided Language Models (PAL),vatsal2024,2.30,program aided language models pal,pal,,"Interleaved NL + code reasoning, executed by Python interpreter.",EXCLUDED_WORKFLOW,Tool-use pipeline.
143,Binder,vatsal2024,2.31,binder,binder,,Neural-symbolic technique mapping input to an executable program (parse+execute).,EXCLUDED_WORKFLOW,Tool-use pipeline.
144,Dater,vatsal2024,2.32,dater,dater,,"Decomposes table into sub-tables + query into SQL sub-computations, 3-step pipeline.",EXCLUDED_WORKFLOW,Tool-use pipeline.
145,Chain-of-Table,vatsal2024,2.33,chain of table,chain_of_table,,3-step iterative table-operation planning/execution pipeline.,EXCLUDED_WORKFLOW,Tool-use pipeline; duplicate.
146,Decomposed Prompting (DecomP),vatsal2024,2.34,decomposed prompting decomp,decomp,,Decomposes into sub-problems delegated to sub-problem-specific LLM callers/decomposers.,EXCLUDED_WORKFLOW,Agentic pipeline; duplicate.
147,Three-Hop Reasoning (THOR),vatsal2024,2.35,three hop reasoning thor,thor,,3-step identify-aspect / infer-opinion / infer-polarity pipeline for sentiment analysis.,EXCLUDED_WORKFLOW,Multi-step pipeline.
148,Metacognitive Prompting (MP),vatsal2024,2.36,metacognitive prompting mp,metacognitive_prompting,,5-stage understand/judge/evaluate/decide/assess-confidence pipeline.,EXCLUDED_WORKFLOW,Multi-step pipeline; duplicate.
149,Chain-of-Event (CoE),vatsal2024,2.37,chain of event coe,coe,,4-step event extraction/generalization/filtering/integration pipeline for summarization.,EXCLUDED_WORKFLOW,Multi-step pipeline.
150,Basic with Term Definitions,vatsal2024,2.38,basic with term definitions,basic_term_defs,,Basic prompt + domain term definitions appended.,EXCLUDED_OUT_OF_SCOPE,Narrow/task-specific; paper notes it underperforms; not generalizable.
151,Basic + Annotation Guideline + Error Analysis Prompting,vatsal2024,2.39,basic annotation guideline error analysis prompting,basic_guideline_error,,Composite prompt: task instructions + annotation-guideline rules + error-analysis-derived corrections.,EXCLUDED_OUT_OF_SCOPE,Highly task-specific composite (clinical NER); not generalizable.
152,Chain-of-Thought (CoT) Prompting,fagbohun2024,2.1 Logical/Sequential,chain of thought cot prompting,cot,Chain-of-Thought (CoT),Sequential step-by-step processing of complex queries into explainable intermediary steps.,INCLUDED,Pass-2 exact-name multi-paper duplicate.
153,Chain-of-Thought Factored Decomposition Prompting,fagbohun2024,2.1 Logical/Sequential,chain of thought factored decomposition prompting,cot_factored_decomp,,Combines CoT with explicit decomposition into subcomponents before sequential reasoning.,EXCLUDED_WORKFLOW,Decomposition+CoT hybrid pipeline; not selected.
154,Tree-of-Thoughts (ToT) / Graph-of-Thoughts (GoT) Prompting,fagbohun2024,2.1 Logical/Sequential,tree of thoughts tot graph of thoughts got prompting,tot,,"Decision tree / graph of reasoning paths for branching, creative exploration.",EXCLUDED_WORKFLOW,Multi-call pipeline; duplicate concept.
155,Skeleton-of-Thought (SoT) Prompting,fagbohun2024,2.1 Logical/Sequential,skeleton of thought sot prompting,skeleton_of_thought,,Gives the model a structured high-level 'skeleton' template to fill in for the response.,EXCLUDED_WORKFLOW,Canonically a parallel multi-call decoding pipeline (Ning et al. 2023); kept excluded for cross-paper consistency despite Fagbohun's single-prompt-style example.
156,In-Context Prompting,fagbohun2024,2.2 Contextual/Memory,in context prompting,in_context_prompting,,Maintaining/leveraging conversational context/history across turns within the context window.,EXCLUDED_OUT_OF_SCOPE,"General capability/property of multi-turn use, not a discrete writable single-prompt pattern."
157,Multi-Personas Prompting,fagbohun2024,2.2 Contextual/Memory,multi personas prompting,persona,Role / Persona Prompting,Switching the LLM between different named personas/characters across turns/queries.,INCLUDED,Pass-3 concept merge into Persona (variant framing of the same underlying pattern).
158,Conversational Prompting,fagbohun2024,2.2 Contextual/Memory,conversational prompting,conversational_prompting,,Crafting prompts that mimic natural back-and-forth human conversation.,EXCLUDED_OUT_OF_SCOPE,General style descriptor; not selected.
159,Socratic Prompting,fagbohun2024,2.2 Contextual/Memory,socratic prompting,socratic_prompting,,Leads the model/user to a conclusion via a structured series of probing questions.,EXCLUDED_OUT_OF_SCOPE,Not selected; conceptually adjacent to Question Refinement/Flipped Interaction but kept distinct & excluded.
160,Show-me versus Tell-me Prompting,fagbohun2024,2.3 Specificity/Targeting,show me versus tell me prompting,show_tell,,Explicitly instructing the LLM to either demonstrate or describe a concept.,EXCLUDED_OUT_OF_SCOPE,Not selected.
161,Target-your-response (TAR) Prompting,fagbohun2024,2.3 Specificity/Targeting,target your response tar prompting,tar,,Directs the response toward a specific target/format/length for relevance and brevity.,EXCLUDED_OUT_OF_SCOPE,Not selected; conceptually close to Template/SchemaSpecs but kept distinct & excluded.
162,Prompt Macros and End-goal Planning,fagbohun2024,2.3 Specificity/Targeting,prompt macros and end goal planning,prompt_macros,,Combines many potential micro-queries into one larger macro prompt aimed at an overarching goal.,EXCLUDED_OUT_OF_SCOPE,Not selected; conceptually close to Recipe but kept distinct & excluded.
163,Contrastive Prompting,fagbohun2024,2.3 Specificity/Targeting,contrastive prompting,contrastive_prompting_simple,,"Asks the model to compare/contrast two concepts, objects, or ideas.",EXCLUDED_OUT_OF_SCOPE,Not selected; conceptually close to Alternative Approaches but kept distinct & excluded.
164,Self-reflection Prompting,fagbohun2024,2.4 Meta-Cognition,self reflection prompting,reflection,Reflection,Asks the model to evaluate/critique its own prior answer (e.g. 'Are you sure about that?').,INCLUDED,Pass-3 concept merge into Reflection (simpler single-turn framing of same underlying pattern).
165,Meta-Prompting,fagbohun2024,2.4 Meta-Cognition,meta prompting,meta_prompting_simple,,Guides the LLM to reflect on/improve its own prompting process and methodology.,EXCLUDED_OUT_OF_SCOPE,Not selected; distinct from Schulhoff's automated Meta Prompting optimization algorithm.
166,Anticipatory Prompting,fagbohun2024,2.4 Meta-Cognition,anticipatory prompting,anticipatory_prompting,,Encourages the model to foresee and proactively address likely follow-up needs/questions.,EXCLUDED_OUT_OF_SCOPE,Not selected.
167,Prompt to Code,fagbohun2024,2.4 Meta-Cognition,prompt to code,prompt_to_code,,Instructs the LLM to generate functional code from a natural-language description.,EXCLUDED_OUT_OF_SCOPE,Task-type descriptor rather than a structural pattern; not selected.
168,Responsive Feedback Prompting,fagbohun2024,2.5 Directional/Feedback,responsive feedback prompting,responsive_feedback,,Incorporates user feedback on a prior output directly into the next prompt.,EXCLUDED_OUT_OF_SCOPE,Not selected; requires a prior output to react to (feedback-loop framing).
169,Directional Stimulus Prompting,fagbohun2024,2.5 Directional/Feedback,directional stimulus prompting,directional_stimulus,,Uses subtle hints/cues to nudge output in a desired direction without fully dictating it.,EXCLUDED_OUT_OF_SCOPE,Not selected.
170,Ambiguous Prompting,fagbohun2024,2.5 Directional/Feedback,ambiguous prompting,ambiguous_prompting,,"Deliberately vague/open-ended prompts to stimulate broad, creative, less-biased responses.",EXCLUDED_OUT_OF_SCOPE,Not selected.
171,Multimodal Prompting,fagbohun2024,2.6 Multimodal/Cross-Disc.,multimodal prompting,multimodal_prompting,,"Combines multiple input modalities (text, image, audio, video) in a single prompt.",EXCLUDED_OUT_OF_SCOPE,Modality-specific; out of scope for text-pattern catalog.
172,Cross-disciplinary Prompting,fagbohun2024,2.6 Multimodal/Cross-Disc.,cross disciplinary prompting,cross_disciplinary,,Blends knowledge from multiple separate disciplines/domains to generate interdisciplinary insight.,EXCLUDED_OUT_OF_SCOPE,Not selected.
173,"Historical Context, Visual, and Modular Prompting",fagbohun2024,2.6 Multimodal/Cross-Disc.,historical context visual and modular prompting,historical_visual_modular,,"Bundles historical-context framing, visual elements, and modular/component-based prompt structure.",EXCLUDED_OUT_OF_SCOPE,Bundled minor sub-techniques; none individually selected.
174,Flipped Interaction Prompting,fagbohun2024,2.7 Creative/Generative,flipped interaction prompting,flipped_interaction,FlippedInteraction,Reverses the conventional dynamic so the model asks the user questions instead of answering directly.,INCLUDED,Pass-2 exact-name+concept multi-paper duplicate (also White).
175,Grammar Correction,fagbohun2024,2.7 Creative/Generative,grammar correction,grammar_correction,,"Instructs the LLM to identify/correct grammar, tone, and clarity issues in user-supplied text.",EXCLUDED_OUT_OF_SCOPE,Task-type descriptor; not selected.
176,Constrained Vocabulary Prompting,fagbohun2024,2.7 Creative/Generative,constrained vocabulary prompting,constrained_vocabulary,,Restricts the model's output to a specific/defined vocabulary or terminology set.,EXCLUDED_OUT_OF_SCOPE,Not selected; conceptually close to SchemaSpecs/Template output-constraint family but kept distinct & excluded.
